year	county	measure	rate	numerator	denominator	per
2016	Columbus	[HB630 - CWS5] Placement stability	5.834305717619603	35	5999	1000
2017	Columbus	Maltreatment in foster care	0	0	26483	100000
2017	Columbus	[HB630 - CWS2] Recurrence of maltreatment	0.1390728476821192	21	151	1
2017	Columbus	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.6326530612244898	31	49	1
2017	Columbus	Permanency in 12 months for children in foster care 12-23 months	0.46153846153846156	12	26	1
2017	Columbus	Permanency in 12 months for children in foster care for 24 months or more	0.2	4	20	1
2017	Columbus	[HB630 - CWS4] Re-entry to foster care in 12 months	0.02857142857142857	1	35	1
2017	Columbus	[HB630 - CWS5] Placement stability	2.288732394366197	13	5680	1000
2018	Columbus	Maltreatment in foster care	8.377314233056882	2	23874	100000
2018	Columbus	[HB630 - CWS2] Recurrence of maltreatment	0.0673076923076923	14	208	1
2018	Columbus	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.75	27	36	1
2018	Columbus	Permanency in 12 months for children in foster care 12-23 months	0.3333333333333333	4	12	1
2018	Columbus	Permanency in 12 months for children in foster care for 24 months or more	0.27586206896551724	8	29	1
2018	Columbus	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	27	1
2018	Columbus	[HB630 - CWS5] Placement stability	7.495022836397705	64	8539	1000
2019	Columbus	Maltreatment in foster care	0	0	26503	100000
2019	Columbus	[HB630 - CWS2] Recurrence of maltreatment	0.10245901639344263	25	244	1
2019	Columbus	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2916666666666667	14	48	1
2019	Columbus	Permanency in 12 months for children in foster care 12-23 months	0.75	3	4	1
2019	Columbus	Permanency in 12 months for children in foster care for 24 months or more	0.4	10	25	1
2019	Columbus	[HB630 - CWS4] Re-entry to foster care in 12 months	0.11764705882352941	2	17	1
2019	Columbus	[HB630 - CWS5] Placement stability	4.579025110782866	31	6770	1000
2016	Craven	Maltreatment in foster care	0	0	29731	100000
2016	Craven	[HB630 - CWS2] Recurrence of maltreatment	0.09621993127147767	28	291	1
2016	Craven	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.375	18	48	1
2016	Craven	Permanency in 12 months for children in foster care 12-23 months	0.5454545454545454	6	11	1
2016	Craven	Permanency in 12 months for children in foster care for 24 months or more	0.38095238095238093	8	21	1
2016	Craven	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	15	1
2016	Craven	[HB630 - CWS5] Placement stability	7.51684810782789	58	7716	1000
2017	Craven	Maltreatment in foster care	9.146620323790358	3	32799	100000
2017	Craven	[HB630 - CWS2] Recurrence of maltreatment	0.10396039603960396	21	202	1
2017	Craven	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.391304347826087	18	46	1
2017	Craven	Permanency in 12 months for children in foster care 12-23 months	0.3181818181818182	7	22	1
2017	Craven	Permanency in 12 months for children in foster care for 24 months or more	0.17647058823529413	3	17	1
2017	Craven	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	17	1
2017	Craven	[HB630 - CWS5] Placement stability	6.206527554842162	58	9345	1000
2018	Craven	Maltreatment in foster care	12.821170316426484	5	38998	100000
2018	Craven	[HB630 - CWS2] Recurrence of maltreatment	0.08185053380782918	23	281	1
2018	Craven	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.20634920634920634	13	63	1
2018	Craven	Permanency in 12 months for children in foster care 12-23 months	0.2916666666666667	7	24	1
2018	Craven	Permanency in 12 months for children in foster care for 24 months or more	0.10714285714285714	3	28	1
2018	Craven	[HB630 - CWS4] Re-entry to foster care in 12 months	0.058823529411764705	1	17	1
2018	Craven	[HB630 - CWS5] Placement stability	6.396162302618429	32	5003	1000
2019	Craven	Maltreatment in foster care	4.70510739407627	2	42507	100000
2019	Craven	[HB630 - CWS2] Recurrence of maltreatment	0.09268292682926829	19	205	1
2019	Craven	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.1794871794871795	7	39	1
2019	Craven	Permanency in 12 months for children in foster care 12-23 months	0.4772727272727273	21	44	1
2019	Craven	Permanency in 12 months for children in foster care for 24 months or more	0.2702702702702703	10	37	1
2019	Craven	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2019	Craven	[HB630 - CWS5] Placement stability	7.500340924587482	55	7333	1000
2016	Cumberland	Maltreatment in foster care	4.960005819740162	15	302419	100000
2016	Cumberland	[HB630 - CWS2] Recurrence of maltreatment	0.12148389726865064	298	2453	1
2016	Cumberland	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.18652849740932642	72	386	1
2016	Cumberland	Permanency in 12 months for children in foster care 12-23 months	0.36929460580912865	89	241	1
2016	Cumberland	Permanency in 12 months for children in foster care for 24 months or more	0.2936802973977695	79	269	1
2016	Cumberland	[HB630 - CWS4] Re-entry to foster care in 12 months	0.037037037037037035	2	54	1
2016	Cumberland	[HB630 - CWS5] Placement stability	10.140151377974144	560	55226	1000
2017	Cumberland	Maltreatment in foster care	8.441816538222083	24	284299	100000
2017	Cumberland	[HB630 - CWS2] Recurrence of maltreatment	0.12914046121593292	308	2385	1
2017	Cumberland	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2599388379204893	85	327	1
2017	Cumberland	Permanency in 12 months for children in foster care 12-23 months	0.44144144144144143	98	222	1
2017	Cumberland	Permanency in 12 months for children in foster care for 24 months or more	0.3557692307692308	111	312	1
2017	Cumberland	[HB630 - CWS4] Re-entry to foster care in 12 months	0.06578947368421052	5	76	1
2017	Cumberland	[HB630 - CWS5] Placement stability	7.662655867159823	491	64077	1000
2018	Cumberland	Maltreatment in foster care	8.31295061787604	26	312765	100000
2018	Cumberland	[HB630 - CWS2] Recurrence of maltreatment	0.08888888888888889	176	1980	1
2018	Cumberland	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.19248826291079812	82	426	1
2018	Cumberland	Permanency in 12 months for children in foster care 12-23 months	0.41578947368421054	79	190	1
2018	Cumberland	Permanency in 12 months for children in foster care for 24 months or more	0.3724832214765101	111	298	1
2018	Cumberland	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	74	1
2018	Cumberland	[HB630 - CWS5] Placement stability	10.185127855860319	658	64604	1000
2019	Cumberland	Maltreatment in foster care	6.031140790280482	18	298451	100000
2019	Cumberland	[HB630 - CWS2] Recurrence of maltreatment	0.08535031847133757	134	1570	1
2019	Cumberland	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.22135416666666666	85	384	1
2019	Cumberland	Permanency in 12 months for children in foster care 12-23 months	0.3782771535580524	101	267	1
2019	Cumberland	Permanency in 12 months for children in foster care for 24 months or more	0.37065637065637064	96	259	1
2019	Cumberland	[HB630 - CWS4] Re-entry to foster care in 12 months	0.08108108108108109	6	74	1
2019	Cumberland	[HB630 - CWS5] Placement stability	9.36662857571046	500	53381	1000
2016	Currituck	Maltreatment in foster care	13.921759710427398	1	7183	100000
2016	Currituck	[HB630 - CWS2] Recurrence of maltreatment	0.22972972972972974	17	74	1
2016	Currituck	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.36363636363636365	4	11	1
2016	Currituck	Permanency in 12 months for children in foster care 12-23 months	0.2	2	10	1
2016	Currituck	Permanency in 12 months for children in foster care for 24 months or more	0.16666666666666666	1	6	1
2016	Currituck	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	4	1
2016	Currituck	[HB630 - CWS5] Placement stability	26.992287917737787	21	778	1000
2017	Currituck	Maltreatment in foster care	0	0	6505	100000
2017	Currituck	[HB630 - CWS2] Recurrence of maltreatment	0.19298245614035087	11	57	1
2017	Currituck	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5	3	6	1
2017	Currituck	Permanency in 12 months for children in foster care 12-23 months	1	1	1	1
2017	Currituck	Permanency in 12 months for children in foster care for 24 months or more	0.09090909090909091	1	11	1
2017	Currituck	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2017	Currituck	[HB630 - CWS5] Placement stability	22.528160200250312	54	2397	1000
2018	Currituck	Maltreatment in foster care	0	0	6711	100000
2018	Currituck	[HB630 - CWS2] Recurrence of maltreatment	0.15	6	40	1
2018	Currituck	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3333333333333333	3	9	1
2018	Currituck	Permanency in 12 months for children in foster care 12-23 months	0.5	1	2	1
2018	Currituck	Permanency in 12 months for children in foster care for 24 months or more	0.42857142857142855	3	7	1
2018	Currituck	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	2	1
2018	Currituck	[HB630 - CWS5] Placement stability	12.485811577752553	33	2643	1000
2019	Currituck	Maltreatment in foster care	0	0	6522	100000
2019	Currituck	[HB630 - CWS2] Recurrence of maltreatment	0.10714285714285714	6	56	1
2019	Currituck	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4166666666666667	5	12	1
2019	Currituck	Permanency in 12 months for children in foster care 12-23 months	0.6666666666666666	4	6	1
2019	Currituck	Permanency in 12 months for children in foster care for 24 months or more	0.5	2	4	1
2019	Currituck	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2019	Currituck	[HB630 - CWS5] Placement stability	3.396409509946628	7	2061	1000
2016	Dare	Maltreatment in foster care	0	0	6722	100000
2016	Dare	[HB630 - CWS2] Recurrence of maltreatment	0.1032258064516129	16	155	1
2016	Dare	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2727272727272727	3	11	1
2016	Dare	Permanency in 12 months for children in foster care 12-23 months	1	1	1	1
2016	Dare	Permanency in 12 months for children in foster care for 24 months or more	0.42857142857142855	3	7	1
2016	Dare	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2016	Dare	[HB630 - CWS5] Placement stability	1.306762495916367	4	3061	1000
2017	Dare	Maltreatment in foster care	0	0	7218	100000
2017	Dare	[HB630 - CWS2] Recurrence of maltreatment	0.08571428571428572	6	70	1
2017	Dare	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.42857142857142855	6	14	1
2017	Dare	Permanency in 12 months for children in foster care 12-23 months	0.4	2	5	1
2017	Dare	Permanency in 12 months for children in foster care for 24 months or more	0.25	1	4	1
2017	Dare	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	2	1
2017	Dare	[HB630 - CWS5] Placement stability	11.897679952409279	20	1681	1000
2018	Dare	Maltreatment in foster care	0	0	7151	100000
2018	Dare	[HB630 - CWS2] Recurrence of maltreatment	0.07142857142857142	2	28	1
2018	Dare	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0	0	12	1
2018	Dare	Permanency in 12 months for children in foster care 12-23 months	1	5	5	1
2018	Dare	Permanency in 12 months for children in foster care for 24 months or more	0	0	4	1
2018	Dare	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2018	Dare	[HB630 - CWS5] Placement stability	3.1620553359683794	4	1265	1000
2019	Dare	Maltreatment in foster care	0	0	6715	100000
2019	Dare	[HB630 - CWS2] Recurrence of maltreatment	0.20689655172413793	12	58	1
2019	Dare	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.8333333333333334	5	6	1
2019	Dare	Permanency in 12 months for children in foster care 12-23 months	0.2857142857142857	2	7	1
2019	Dare	Permanency in 12 months for children in foster care for 24 months or more	0.6	3	5	1
2019	Dare	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2019	Dare	[HB630 - CWS5] Placement stability	8.326029798422436	19	2282	1000
2016	Davidson	Maltreatment in foster care	4.773117800547317	3	62852	100000
2016	Davidson	[HB630 - CWS2] Recurrence of maltreatment	0.05811965811965812	34	585	1
2016	Davidson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4	36	90	1
2016	Davidson	Permanency in 12 months for children in foster care 12-23 months	0.41818181818181815	23	55	1
2016	Davidson	Permanency in 12 months for children in foster care for 24 months or more	0.32432432432432434	12	37	1
2016	Davidson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.0625	2	32	1
2016	Davidson	[HB630 - CWS5] Placement stability	11.03487302822381	156	14137	1000
2017	Davidson	Maltreatment in foster care	6.381213706847043	4	62684	100000
2017	Davidson	[HB630 - CWS2] Recurrence of maltreatment	0.1146067415730337	51	445	1
2017	Davidson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.13402061855670103	13	97	1
2017	Davidson	Permanency in 12 months for children in foster care 12-23 months	0.4222222222222222	19	45	1
2017	Davidson	Permanency in 12 months for children in foster care for 24 months or more	0.54	27	50	1
2017	Davidson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.05555555555555555	1	18	1
2017	Davidson	[HB630 - CWS5] Placement stability	14.15929203539823	152	10735	1000
2018	Davidson	Maltreatment in foster care	1.398151643527257	1	71523	100000
2018	Davidson	[HB630 - CWS2] Recurrence of maltreatment	0.10157618213660245	58	571	1
2018	Davidson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.24050632911392406	19	79	1
2018	Davidson	Permanency in 12 months for children in foster care 12-23 months	0.47761194029850745	32	67	1
2018	Davidson	Permanency in 12 months for children in foster care for 24 months or more	0.27906976744186046	12	43	1
2018	Davidson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.1111111111111111	2	18	1
2018	Davidson	[HB630 - CWS5] Placement stability	9.992782990062732	180	18013	1000
2019	Davidson	Maltreatment in foster care	7.316894709885125	5	68335	100000
2019	Davidson	[HB630 - CWS2] Recurrence of maltreatment	0.095703125	49	512	1
2019	Davidson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.28440366972477066	31	109	1
2019	Davidson	Permanency in 12 months for children in foster care 12-23 months	0.6521739130434783	30	46	1
2019	Davidson	Permanency in 12 months for children in foster care for 24 months or more	0.36065573770491804	22	61	1
2019	Davidson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.15151515151515152	5	33	1
2019	Davidson	[HB630 - CWS5] Placement stability	4.856883823338946	75	15442	1000
2016	Davie	Maltreatment in foster care	0	0	19298	100000
2016	Davie	[HB630 - CWS2] Recurrence of maltreatment	0.12418300653594772	19	153	1
2016	Davie	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.22727272727272727	5	22	1
2016	Davie	Permanency in 12 months for children in foster care 12-23 months	0.8	8	10	1
2016	Davie	Permanency in 12 months for children in foster care for 24 months or more	0.5333333333333333	8	15	1
2016	Davie	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2016	Davie	[HB630 - CWS5] Placement stability	6.057342845605061	45	7429	1000
2017	Davie	Maltreatment in foster care	4.327131112072696	1	23110	100000
2017	Davie	[HB630 - CWS2] Recurrence of maltreatment	0.13953488372093023	30	215	1
2017	Davie	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.38461538461538464	15	39	1
2017	Davie	Permanency in 12 months for children in foster care 12-23 months	0.1875	3	16	1
2017	Davie	Permanency in 12 months for children in foster care for 24 months or more	0.3333333333333333	3	9	1
2017	Davie	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	13	1
2017	Davie	[HB630 - CWS5] Placement stability	5.417829584633065	33	6091	1000
2018	Davie	Maltreatment in foster care	4.320587599913589	1	23145	100000
2018	Davie	[HB630 - CWS2] Recurrence of maltreatment	0.07784431137724551	13	167	1
2018	Davie	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3333333333333333	11	33	1
2018	Davie	Permanency in 12 months for children in foster care 12-23 months	0.3157894736842105	6	19	1
2018	Davie	Permanency in 12 months for children in foster care for 24 months or more	0.0625	1	16	1
2018	Davie	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	12	1
2018	Davie	[HB630 - CWS5] Placement stability	2.867155144950621	9	3139	1000
2019	Davie	Maltreatment in foster care	0	0	23564	100000
2019	Davie	[HB630 - CWS2] Recurrence of maltreatment	0.06341463414634146	13	205	1
2019	Davie	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.391304347826087	9	23	1
2019	Davie	Permanency in 12 months for children in foster care 12-23 months	0.5294117647058824	9	17	1
2019	Davie	Permanency in 12 months for children in foster care for 24 months or more	0.35714285714285715	10	28	1
2019	Davie	[HB630 - CWS4] Re-entry to foster care in 12 months	0.2	2	10	1
2019	Davie	[HB630 - CWS5] Placement stability	6.512729425695677	22	3378	1000
2016	Duplin	Maltreatment in foster care	19.179133103183734	4	20856	100000
2016	Duplin	[HB630 - CWS2] Recurrence of maltreatment	0.05934718100890208	20	337	1
2016	Duplin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.46	23	50	1
2016	Duplin	Permanency in 12 months for children in foster care 12-23 months	0.2	1	5	1
2016	Duplin	Permanency in 12 months for children in foster care for 24 months or more	0.2857142857142857	2	7	1
2016	Duplin	[HB630 - CWS4] Re-entry to foster care in 12 months	0.043478260869565216	1	23	1
2016	Duplin	[HB630 - CWS5] Placement stability	0	0	3997	1000
2017	Duplin	Maltreatment in foster care	9.811616954474099	2	20384	100000
2017	Duplin	[HB630 - CWS2] Recurrence of maltreatment	0.09295774647887324	33	355	1
2017	Duplin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5106382978723404	24	47	1
2017	Duplin	Permanency in 12 months for children in foster care 12-23 months	0.56	14	25	1
2017	Duplin	Permanency in 12 months for children in foster care for 24 months or more	0	0	8	1
2017	Duplin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	16	1
2017	Duplin	[HB630 - CWS5] Placement stability	0	0	1959	1000
2018	Duplin	Maltreatment in foster care	5.49782835779867	1	18189	100000
2018	Duplin	[HB630 - CWS2] Recurrence of maltreatment	0.1040268456375839	31	298	1
2018	Duplin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.32142857142857145	9	28	1
2018	Duplin	Permanency in 12 months for children in foster care 12-23 months	0.36363636363636365	4	11	1
2018	Duplin	Permanency in 12 months for children in foster care for 24 months or more	0.3888888888888889	7	18	1
2018	Duplin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	8	1
2018	Duplin	[HB630 - CWS5] Placement stability	0	0	3402	1000
2019	Duplin	Maltreatment in foster care	6.352029473416756	1	15743	100000
2019	Duplin	[HB630 - CWS2] Recurrence of maltreatment	0.07407407407407407	14	189	1
2019	Duplin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.7142857142857143	20	28	1
2019	Duplin	Permanency in 12 months for children in foster care 12-23 months	0	0	17	1
2019	Duplin	Permanency in 12 months for children in foster care for 24 months or more	0.1875	3	16	1
2019	Duplin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	20	1
2019	Duplin	[HB630 - CWS5] Placement stability	0	0	1619	1000
2016	Durham	Maltreatment in foster care	1.0856113077273812	1	92114	100000
2016	Durham	[HB630 - CWS2] Recurrence of maltreatment	0.0549738219895288	21	382	1
2016	Durham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.15384615384615385	16	104	1
2016	Durham	Permanency in 12 months for children in foster care 12-23 months	0.32967032967032966	30	91	1
2016	Durham	Permanency in 12 months for children in foster care for 24 months or more	0.391304347826087	27	69	1
2016	Durham	[HB630 - CWS4] Re-entry to foster care in 12 months	0.09090909090909091	1	11	1
2016	Durham	[HB630 - CWS5] Placement stability	5.796639012975962	109	18804	1000
2017	Durham	Maltreatment in foster care	3.861376580751038	4	103590	100000
2017	Durham	[HB630 - CWS2] Recurrence of maltreatment	0.0792838874680307	31	391	1
2017	Durham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.15254237288135594	18	118	1
2017	Durham	Permanency in 12 months for children in foster care 12-23 months	0.13846153846153847	9	65	1
2017	Durham	Permanency in 12 months for children in foster care for 24 months or more	0.2553191489361702	24	94	1
2017	Durham	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	10	1
2017	Durham	[HB630 - CWS5] Placement stability	6.940820373656194	133	19162	1000
2018	Durham	Maltreatment in foster care	2.6687067447115127	3	112414	100000
2018	Durham	[HB630 - CWS2] Recurrence of maltreatment	0.03762376237623762	19	505	1
2018	Durham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.1391304347826087	16	115	1
2018	Durham	Permanency in 12 months for children in foster care 12-23 months	0.18888888888888888	17	90	1
2018	Durham	Permanency in 12 months for children in foster care for 24 months or more	0.2920353982300885	33	113	1
2018	Durham	[HB630 - CWS4] Re-entry to foster care in 12 months	0.16666666666666666	2	12	1
2018	Durham	[HB630 - CWS5] Placement stability	7.247543887904655	135	18627	1000
2019	Durham	Maltreatment in foster care	0	0	115282	100000
2019	Durham	[HB630 - CWS2] Recurrence of maltreatment	0.08092485549132948	42	519	1
2019	Durham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.07407407407407407	8	108	1
2019	Durham	Permanency in 12 months for children in foster care 12-23 months	0.24731182795698925	23	93	1
2019	Durham	Permanency in 12 months for children in foster care for 24 months or more	0.3333333333333333	45	135	1
2019	Durham	[HB630 - CWS4] Re-entry to foster care in 12 months	0.25	1	4	1
2019	Durham	[HB630 - CWS5] Placement stability	3.056280283265002	41	13415	1000
2016	Edgecombe	Maltreatment in foster care	0	0	20246	100000
2016	Edgecombe	[HB630 - CWS2] Recurrence of maltreatment	0.14351851851851852	31	216	1
2016	Edgecombe	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5277777777777778	19	36	1
2016	Edgecombe	Permanency in 12 months for children in foster care 12-23 months	0.7142857142857143	10	14	1
2016	Edgecombe	Permanency in 12 months for children in foster care for 24 months or more	0.21052631578947367	4	19	1
2016	Edgecombe	[HB630 - CWS4] Re-entry to foster care in 12 months	0.09090909090909091	2	22	1
2016	Edgecombe	[HB630 - CWS5] Placement stability	7.605268039324801	41	5391	1000
2017	Edgecombe	Maltreatment in foster care	4.852249017419574	1	20609	100000
2017	Edgecombe	[HB630 - CWS2] Recurrence of maltreatment	0.16593886462882096	38	229	1
2017	Edgecombe	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.48717948717948717	19	39	1
2017	Edgecombe	Permanency in 12 months for children in foster care 12-23 months	0.6666666666666666	8	12	1
2017	Edgecombe	Permanency in 12 months for children in foster care for 24 months or more	0.42105263157894735	8	19	1
2017	Edgecombe	[HB630 - CWS4] Re-entry to foster care in 12 months	0.1	2	20	1
2017	Edgecombe	[HB630 - CWS5] Placement stability	9.592326139088728	36	3753	1000
2018	Edgecombe	Maltreatment in foster care	0	0	15430	100000
2018	Edgecombe	[HB630 - CWS2] Recurrence of maltreatment	0.1317365269461078	22	167	1
2018	Edgecombe	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.6666666666666666	14	21	1
2018	Edgecombe	Permanency in 12 months for children in foster care 12-23 months	0.6470588235294118	11	17	1
2018	Edgecombe	Permanency in 12 months for children in foster care for 24 months or more	0.35714285714285715	5	14	1
2018	Edgecombe	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	16	1
2018	Edgecombe	[HB630 - CWS5] Placement stability	5.397236614853195	25	4632	1000
2019	Edgecombe	Maltreatment in foster care	7.1746305065289135	1	13938	100000
2019	Edgecombe	[HB630 - CWS2] Recurrence of maltreatment	0.16149068322981366	26	161	1
2019	Edgecombe	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.8	24	30	1
2019	Edgecombe	Permanency in 12 months for children in foster care 12-23 months	0.25	1	4	1
2019	Edgecombe	Permanency in 12 months for children in foster care for 24 months or more	0.09090909090909091	1	11	1
2019	Edgecombe	[HB630 - CWS4] Re-entry to foster care in 12 months	0.11538461538461539	3	26	1
2019	Edgecombe	[HB630 - CWS5] Placement stability	4.874651810584958	28	5744	1000
2016	Forsyth	Maltreatment in foster care	2.911208151382824	2	68700	100000
2016	Forsyth	[HB630 - CWS2] Recurrence of maltreatment	0.11538461538461539	90	780	1
2016	Forsyth	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2608695652173913	24	92	1
2016	Forsyth	Permanency in 12 months for children in foster care 12-23 months	0.575	23	40	1
2016	Forsyth	Permanency in 12 months for children in foster care for 24 months or more	0.5471698113207547	29	53	1
2016	Forsyth	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	17	1
2016	Forsyth	[HB630 - CWS5] Placement stability	4.361676059789267	89	20405	1000
2017	Forsyth	Maltreatment in foster care	1.1597699016515124	1	86224	100000
2017	Forsyth	[HB630 - CWS2] Recurrence of maltreatment	0.1038781163434903	75	722	1
2017	Forsyth	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.226890756302521	27	119	1
2017	Forsyth	Permanency in 12 months for children in foster care 12-23 months	0.5	31	62	1
2017	Forsyth	Permanency in 12 months for children in foster care for 24 months or more	0.275	11	40	1
2017	Forsyth	[HB630 - CWS4] Re-entry to foster care in 12 months	0.047619047619047616	1	21	1
2017	Forsyth	[HB630 - CWS5] Placement stability	3.5150231124807396	73	20768	1000
2018	Forsyth	Maltreatment in foster care	2.0094241994956343	2	99531	100000
2018	Forsyth	[HB630 - CWS2] Recurrence of maltreatment	0.0733652312599681	46	627	1
2018	Forsyth	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.15217391304347827	21	138	1
2018	Forsyth	Permanency in 12 months for children in foster care 12-23 months	0.4691358024691358	38	81	1
2018	Forsyth	Permanency in 12 months for children in foster care for 24 months or more	0.3392857142857143	19	56	1
2018	Forsyth	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	19	1
2018	Forsyth	[HB630 - CWS5] Placement stability	3.476895468820099	62	17832	1000
2019	Forsyth	Maltreatment in foster care	12.360302827419272	12	97085	100000
2019	Forsyth	[HB630 - CWS2] Recurrence of maltreatment	0.07202680067001675	43	597	1
2019	Forsyth	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.20512820512820512	24	117	1
2019	Forsyth	Permanency in 12 months for children in foster care 12-23 months	0.3595505617977528	32	89	1
2019	Forsyth	Permanency in 12 months for children in foster care for 24 months or more	0.19696969696969696	13	66	1
2019	Forsyth	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	23	1
2019	Forsyth	[HB630 - CWS5] Placement stability	4.080707322602585	72	17644	1000
2016	Franklin	Maltreatment in foster care	8.987148377819718	2	22254	100000
2016	Franklin	[HB630 - CWS2] Recurrence of maltreatment	0.1407766990291262	29	206	1
2016	Franklin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2857142857142857	8	28	1
2016	Franklin	Permanency in 12 months for children in foster care 12-23 months	0.7586206896551724	22	29	1
2016	Franklin	Permanency in 12 months for children in foster care for 24 months or more	0.4	6	15	1
2016	Franklin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2016	Franklin	[HB630 - CWS5] Placement stability	11.11797405806053	36	3238	1000
2017	Franklin	Maltreatment in foster care	0	0	21431	100000
2017	Franklin	[HB630 - CWS2] Recurrence of maltreatment	0.0891089108910891	18	202	1
2017	Franklin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.21428571428571427	3	14	1
2017	Franklin	Permanency in 12 months for children in foster care 12-23 months	0.3888888888888889	7	18	1
2017	Franklin	Permanency in 12 months for children in foster care for 24 months or more	0.5555555555555556	15	27	1
2017	Franklin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	1	1
2017	Franklin	[HB630 - CWS5] Placement stability	8.187772925764191	30	3664	1000
2018	Franklin	Maltreatment in foster care	0	0	19575	100000
2018	Franklin	[HB630 - CWS2] Recurrence of maltreatment	0.06172839506172839	15	243	1
2018	Franklin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.24	6	25	1
2018	Franklin	Permanency in 12 months for children in foster care 12-23 months	0.6666666666666666	6	9	1
2018	Franklin	Permanency in 12 months for children in foster care for 24 months or more	0.4782608695652174	11	23	1
2018	Franklin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2018	Franklin	[HB630 - CWS5] Placement stability	6.628918657643972	48	7241	1000
2019	Franklin	Maltreatment in foster care	43.62525902497546	8	18338	100000
